iso3,workbook,variable,source_id,source_name,source_url,landing_url,years,n_obs,kind,url_id,folder
ESP,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ESP_Spain
FIN,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\FIN_Finland
FRA,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\FRA_France
GBR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\GBR_United_Kingdom
HRV,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\HRV_Croatia
HUN,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\HUN_Hungary
IND,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\IND_India
ISL,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ISL_Iceland
ISR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ISR_Israel
ITA,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ITA_Italy
JPN,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\JPN_Japan
KOR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\KOR_Korea_South
LTU,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\LTU_Lithuania
MEX,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\MEX_Mexico
NLD,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\NLD_Netherlands
NOR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\NOR_Norway
NZL,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\NZL_New_Zealand
PHL,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\PHL_Philippines
POL,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\POL_Poland
PRT,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\PRT_Portugal
RUS,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\RUS_Russia
SUR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SUR_Suriname
SVK,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SVK_Slovak_Republic
SVN,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SVN_Slovenia
SWE,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SWE_Sweden
THA,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\THA_Thailand
TUR,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\TUR_Turkey
TWN,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\TWN_Taiwan
USA,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\USA_United_States
ZAF,FILE1,foreign_born,S2,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,https://www.un.org/development/desa/pd/content/international-migrant-stock,2010-2020,3,bulk_api,fcd1d03dd2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ZAF_South_Africa
AUS,FILE1,irregular,S6,"Australian Department of Immigration and Citizenship, Trends in Migration: Australia 2010–11, Table 11",https://www.homeaffairs.gov.au/research-and-stats/files/trends-in-migration-2010-11.pdf,https://www.homeaffairs.gov.au/research-and-stats/,2011-2011,1,document,4ff1da10a5,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\AUS_Australia
AUS,FILE1,irregular,S7,"Australian Department of Immigration and Border Protection, Annual Report 2015–16",https://www.homeaffairs.gov.au/reports-and-pubs/Annualreports/dibp-annual-report-2015-16.pdf,https://www.homeaffairs.gov.au/reports-and-pubs/Pages/Annual-reports.aspx,2015-2016,2,document,9fcb57f01c,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\AUS_Australia
AUT,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=AT&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,4d2bbc209d,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\AUT_Austria
BEL,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=BE&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,96864f1648,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\BEL_Belgium
BGR,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=BG&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,3e16572dc7,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\BGR_Bulgaria
CHE,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=CH&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,51fcab4eaf,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\CHE_Switzerland
CZE,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=CZ&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,6a9c4385d9,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\CZE_Czech_Republic
DEU,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=DE&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,849231b53e,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\DEU_Germany
DNK,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=DK&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,56dfd883ed,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\DNK_Denmark
ESP,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=ES&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,bb5b829958,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ESP_Spain
FIN,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=FI&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,3f0a95f386,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\FIN_Finland
FRA,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=FR&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,6c6eb9fd46,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\FRA_France
HRV,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=HR&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2013-2022,10,bulk_api,8301c50dae,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\HRV_Croatia
HUN,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=HU&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,1c8e11abbb,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\HUN_Hungary
ISL,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=IS&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2016-2021,4,bulk_api,0fdb8425df,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ISL_Iceland
ITA,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=IT&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,f75230c81a,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\ITA_Italy
JPN,FILE1,irregular,S8,"Japan Immigration Services Agency, Immigration Control in Recent Years (historical report)",https://www.moj.go.jp/isa/content/930003133.pdf,https://www.moj.go.jp/isa/policies/statistics/,2010-2015,6,document,ccfa80d7df,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\JPN_Japan
JPN,FILE1,irregular,S9,"Japan Immigration Services Agency, Immigration Control and Residency Management 2022",https://www.moj.go.jp/isa/content/001385114.pdf,https://www.moj.go.jp/isa/publications/,2021-2022,2,document,cccd1ea084,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\JPN_Japan
KOR,FILE1,irregular,S10,"Korea Ministry of Justice, annual illegal-stay foreigner statistics",https://www.moj.go.kr/moj/2415/subview.do,https://www.moj.go.kr/moj/2415/subview.do,2021-2022,2,document,be27eb2dc4,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\KOR_Korea_South
LTU,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=LT&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,17319ffe0e,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\LTU_Lithuania
NLD,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=NL&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,feb69392c2,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\NLD_Netherlands
NOR,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=NO&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,4234039c2e,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\NOR_Norway
POL,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=PL&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,200fe8aa6f,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\POL_Poland
PRT,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=PT&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,c17fbd3d00,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\PRT_Portugal
SVK,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SK&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,c9e9c71518,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SVK_Slovak_Republic
SVN,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SI&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,d5ad774cc8,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SVN_Slovenia
SWE,FILE1,irregular,S3,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=SE&lang=en,https://ec.europa.eu/eurostat/cache/metadata/en/migr_eil_esms.htm,2010-2022,13,bulk_api,ab3609a9ca,D:\研究計畫\其他投稿\2026_移民對非本國籍使用公共醫療態度（葉明叡）\claude-work\countries\SWE_Sweden
