workbook,source_key,variable,source_name,source_url,landing_url,citation,n_obs,n_countries,iso3_list,year_min,year_max,url_id,host
FILE2,,foreign_born,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,,,10,1,HRV,2013,2022,54dc36f2,ec.europa.eu
FILE2,,foreign_born,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,,,10,1,GBR,2010,2019,3d6878f4,ec.europa.eu
FILE2,,foreign_born,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/TUR.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,9,1,TUR,2014,2022,b80c953f,sdmx.oecd.org
FILE2,,foreign_born,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/MEX.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,8,1,MEX,2010,2020,f1b23164,sdmx.oecd.org
FILE2,,foreign_born,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/KOR/indicator/SM.POP.TOTL?format=json&date=2010:2022,,,3,1,KOR,2010,2020,7df3fd7d,api.worldbank.org
FILE2,,foreign_born,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=2010:2022,,,3,1,NZL,2010,2020,a67191b1,api.worldbank.org
FILE2,,foreign_born,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/NZL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,2,1,NZL,2013,2018,20b65043,sdmx.oecd.org
FILE2,,foreign_born,"Chandrasekhar S. and Sharma A., Migration in India: trends and characteristics, Demography India Vol. 51 No. 1 (2022) pp.160-175 (Census of India 2011 place-of-birth data)",https://iasp.ac.in/uploads/journal/10.%20Migration%20in%20India%20trends%20and%20characteristics-1669206793.pdf,,,1,1,IND,2011,2011,e47d3032,iasp.ac.in
FILE2,,foreign_born,"Croatian Bureau of Statistics, Census 2011",https://web.dzs.hr/eng/censuses/census2011/results/htm/e01_01_25/E01_01_25.html,,,1,1,HRV,2011,2011,a2e888f9,web.dzs.hr
FILE2,,foreign_born,General Bureau of Statistics Suriname (ABS) - Census 8 (2012) Volume 1 Demographic and Social Characteristics and Migration,https://statistics-suriname.org/wp-content/uploads/2019/05/Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migratie.pdf,,,1,1,SUR,2012,2012,f68b5eee,statistics-suriname.org
FILE2,,foreign_born,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2020,,,1,1,GBR,2020,2020,e1040217,www.ons.gov.uk
FILE2,,foreign_born,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2021,,,1,1,GBR,2021,2021,f269f649,www.ons.gov.uk
FILE2,,foreign_born,Statistics South Africa - Census 2011 (as tabulated in the Census 2022 Statistical Release P0301.4),https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf,,,1,1,ZAF,2011,2011,c204ed0e,census.statssa.gov.za
FILE2,,foreign_born,Statistics South Africa - Census 2022 Statistical Release P0301.4,https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf,,,1,1,ZAF,2022,2022,c204ed0e,census.statssa.gov.za
FILE2,,foreign_born,Statistics South Africa - Community Survey 2016 (presented to the UN Expert Forum on International Migration Statistics 2023),https://unstats.un.org/unsd/demographic-social/migrationstat-forum-2023/presentations/E.3/4.Itani-StatsSA.pdf,,,1,1,ZAF,2016,2016,a8ebe1b5,unstats.un.org
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,AUT,2010,2022,bc1e305e,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,BEL,2010,2022,56b27a05,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,BGR,2010,2022,0d4796cf,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=CH&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,CHE,2010,2022,db2b14bc,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=CZ&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,CZE,2010,2022,3cc52248,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,DEU,2010,2022,6b16240d,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,DNK,2010,2022,b463e2e9,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,ESP,2010,2022,1c2994a7,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,FIN,2010,2022,97de2f0b,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,FRA,2010,2022,d7e5c795,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,HUN,2010,2022,457f1a2a,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,ISL,2010,2022,47dcf92c,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,ITA,2010,2022,a3dfa99b,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,LTU,2010,2022,6e7bfec5,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,NLD,2010,2022,c598cff5,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,NOR,2010,2022,639ac6c6,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,POL,2010,2022,4bdf3081,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,PRT,2010,2022,43491b6a,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,SWE,2010,2022,767b8e2f,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,SVN,2010,2022,582159f5,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,13,1,SVK,2010,2022,0ac4713a,ec.europa.eu
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/JPN.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,13,1,JPN,2010,2022,169f519e,sdmx.oecd.org
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/KOR.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,13,1,KOR,2010,2022,04c55b43,sdmx.oecd.org
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/TUR.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,13,1,TUR,2010,2022,3d717773,sdmx.oecd.org
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/USA.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,13,1,USA,2010,2022,4147ddee,sdmx.oecd.org
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/MEX.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,12,1,MEX,2010,2022,89fdc647,sdmx.oecd.org
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,10,1,HRV,2013,2022,4defa499,ec.europa.eu
FILE2,,foreign_nationals,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,,,10,1,GBR,2010,2019,8161581c,ec.europa.eu
FILE2,,foreign_nationals,"Taiwan Ministry of the Interior, Department of Statistics (內政統計通報), foreign residents 外僑居留人數",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8xNjA3NS8yZTk5ODk4OC05MTI4LTQ3Y2MtYTUwZi0yZjIwNzkzODk4ZDUucGRm&n=Mi7lpJbnsY3kurrlo6sucGRm&icon=.pdf,,,10,1,TWN,2012,2021,5669f2f0,ws.moi.gov.tw
FILE2,,foreign_nationals,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/CHL.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",,,6,1,CHL,2017,2022,243d0342,sdmx.oecd.org
FILE2,,foreign_nationals,"Croatian Bureau of Statistics, Census 2011",https://web.dzs.hr/eng/censuses/census2011/results/htm/e01_01_06/e01_01_06_RH.html,,,1,1,HRV,2011,2011,f43cbc3a,web.dzs.hr
FILE2,,foreign_nationals,General Bureau of Statistics Suriname (ABS) - Census 8 (2012) Volume 1 Demographic and Social Characteristics and Migration,https://statistics-suriname.org/wp-content/uploads/2019/05/Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migratie.pdf,,,1,1,SUR,2012,2012,f68b5eee,statistics-suriname.org
FILE2,,foreign_nationals,IOM / United Nations Thailand - Thailand Migration Report 2019 (Table 1.1 Estimated non-Thai population in Thailand),https://thailand.un.org/en/download/13750/50831,,,1,1,THA,2018,2018,310b4a27,thailand.un.org
FILE2,,foreign_nationals,National Bureau of Statistics of China - 2010 Population Census (Sixth National Population Census),https://www.stats.gov.cn/english/NewsEvents/201104/t20110429_26451.html,,,1,1,CHN,2010,2010,06858e32,www.stats.gov.cn
FILE2,,foreign_nationals,National Bureau of Statistics of China - Communique of the Seventh National Population Census (No. 8),https://www.stats.gov.cn/english/PressRelease/202105/t20210510_1817193.html,,,1,1,CHN,2020,2020,0bdd1c30,www.stats.gov.cn
FILE2,,foreign_nationals,National Statistics Office (Philippines) - 2010 Census of Population and Housing (reported by SunStar),https://www.sunstar.com.ph/bacolod/nearly-200000-foreigners-living-in-philippines-census,,,1,1,PHL,2010,2010,88474222,www.sunstar.com.ph
FILE2,,foreign_nationals,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2020,,,1,1,GBR,2020,2020,e1040217,www.ons.gov.uk
FILE2,,foreign_nationals,"ONS, Population of the UK by country of birth and nationality",https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/ukpopulationbycountryofbirthandnationality/yearendingjune2021,,,1,1,GBR,2021,2021,f269f649,www.ons.gov.uk
FILE2,,foreign_nationals,Philippine Statistics Authority - Foreign Citizens in the Country (2020 Census of Population and Housing),https://psa.gov.ph/content/foreign-citizens-country-2020-census-population-and-housing,,,1,1,PHL,2020,2020,0a48d049,psa.gov.ph
FILE2,,foreign_nationals,"Taiwan Ministry of the Interior, Department of Statistics (內政統計通報), foreign residents 外僑居留人數",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8yMTkxNi9jYmRkNDNlYy0wOGU0LTRjMzMtOTBjMy05MGYyOGEyZjE3NDIucGRm&n=MTE05bm056ysMTbpgLHlhafmlL%2FntbHoqIjpgJrloLFf5aSW5YOR566h55CGLnBkZg%3D%3D&icon=.pdf,,,1,1,TWN,2022,2022,8280cc6d,ws.moi.gov.tw
FILE2,,foreign_workers,"Ministry of Labor (勞動部) Labour Statistics Database, monthly statistics Table 12-2 ""Foreign Workers in Taiwan by Work Responsibilities""",https://statdb.mol.gov.tw/html/mon/c12020.pdf,,,1,1,TWN,2011,2011,d0a0269c,statdb.mol.gov.tw
FILE2,,irregular_proxy_detections,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,,,283,23,AUT;BEL;BGR;CHE;CZE;DEU;DNK;ESP;FIN;FRA;GBR;HRV;HUN;ISL;ITA;LTU;NLD;NOR;POL;PRT;SVK;SVN;SWE,2010,2022,cb6cefce,ec.europa.eu
FILE2,,irregular_proxy_detections,Presidency of Migration Management / Goc Idaresi Baskanligi (GIB) figures reported by Demiroren Haber Ajansi (DHA),https://www.dha.com.tr/gundem/guzel-yasam-icin-hedef-ulke-turkiyede-20-yilda-2-6-milyon-duzensiz-gocmen-yakalandi-2478884,,,7,1,TUR,2010,2022,95138086,www.dha.com.tr
FILE2,,irregular_proxy_detections,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,,,6,1,MEX,2017,2022,7d28d48a,mexico.iom.int
FILE2,,irregular_proxy_detections,Presidency of Migration Management / Goc Idaresi Baskanligi (GIB) data tabulated in Turkiye'nin Duzensiz Gocle Mucadele Stratejisine Iliskin Bir Degerlendirme (DergiPark),https://dergipark.org.tr/tr/download/article-file/3843070,,,1,1,TUR,2021,2021,d15f6a7c,dergipark.org.tr
FILE2,,irregular_proxy_overstayers,"Ministry of Labor, Republic of China (Taiwan), Monthly Bulletin of Labour Statistics, Table 12-7 Status of the Missing Foreign Workers by Nationality (表 12-7 失聯移工概況—按國籍分)",https://statdb.mol.gov.tw/html/mon/212070.pdf,,,7,1,TWN,2011,2022,0756fa9f,statdb.mol.gov.tw
FILE2,,irregular_proxy_overstayers,"Immigration New Zealand (MBIE), 'OVERSTAYERS' factsheet, October 2018, released under the Official Information Act and published on FYI.org.nz",https://fyi.org.nz/request/29926/response/118942/attach/4/Appendix%20A%20Immigration%20New%20Zealand%20Overstayers%20Factsheet%202017.pdf,,,6,1,NZL,2010,2016,c9a01f87,fyi.org.nz
FILE2,,irregular_proxy_overstayers,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,,,6,1,KOR,2010,2015,dc1da0ae,press.police.ac.kr
FILE2,,irregular_proxy_overstayers,"National Immigration Agency (內政部移民署), reported by the Legislative Yuan Budget Center",https://www.ly.gov.tw/Pages/Detail.aspx?nodeid=33580&pid=188916,,,5,1,TWN,2014,2018,5d0d32cf,www.ly.gov.tw
FILE2,,irregular_proxy_overstayers,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,,,5,1,JPN,2018,2022,079fcae0,www.moj.go.jp
FILE2,,irregular_proxy_overstayers,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,,,4,1,KOR,2018,2022,f55526ae,www.ekw.co.kr
FILE2,,irregular_proxy_overstayers,"Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,,,3,1,JPN,2017,2019,3c80fc73,www.moj.go.jp
FILE2,,irregular_proxy_overstayers,"ANU Press, A Long Way to Go, Chapter 2, Table 2.3 Estimated size of irregular migrant populations by region/country",https://press-files.anu.edu.au/downloads/press/n4016/html/ch02.xhtml,,,2,1,AUS,2010,2011,6b569b4e,press-files.anu.edu.au
FILE2,,irregular_proxy_overstayers,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00013.html,,,2,1,JPN,2020,2021,b84a36a0,www.moj.go.jp
FILE2,,irregular_proxy_overstayers,"Australian Department of Immigration and Border Protection, Senate Legal and Constitutional Affairs Committee, Budget Estimates Question on Notice BE17171",https://www.aph.gov.au/~/media/Committees/legcon_ctte/estimates/bud_1718/DIBP/QoNs/BE17171.pdf,,,1,1,AUS,2016,2016,f49a534f,www.aph.gov.au
FILE2,,irregular_proxy_overstayers,"Global Detention Project, Japan Immigration Detention Profile (reproducing Ministry of Justice, 2011, p.34)",https://www.globaldetentionproject.org/countries/asia-pacific/japan,,,1,1,JPN,2011,2011,d9d919a6,www.globaldetentionproject.org
FILE2,,irregular_proxy_overstayers,"Immigration New Zealand, New estimate of people who have overstayed their visa (5 September 2025)",https://immigration.govt.nz/assets/inz/documents/visa-paks/5-September-2025-New-estimate-of-people-who-have-overstayed-their-visa.pdf,,,1,1,NZL,2017,2017,4f53adc2,immigration.govt.nz
FILE2,,irregular_proxy_overstayers,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00003.html,,,1,1,JPN,2022,2022,9ff4b894,www.moj.go.jp
FILE2,,irregular_proxy_overstayers,"Ministry of Justice Immigration Bureau, Honpo ni okeru fuho zanryusha su ni tsuite (Heisei 26-nen 1-gatsu 1-nichi genzai), mirrored by Nisshinkyo",https://www.nisshinkyo.org/news/pdf/G-26-2.pdf,,,1,1,JPN,2014,2014,11fa744c,www.nisshinkyo.org
FILE2,,irregular_proxy_overstayers,"National Immigration Agency / Ministry of Labor (失聯移工), reported by the Legislative Yuan Budget Center",https://www.ly.gov.tw/Pages/Detail.aspx?nodeid=33580&pid=188916,,,1,1,TWN,2019,2019,5d0d32cf,www.ly.gov.tw
FILE2,,irregular_proxy_overstayers,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344148.pdf,,,1,1,JPN,2017,2017,3c80fc73,www.moj.go.jp
FILE2,,irregular_proxy_overstayers,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001459199.pdf,,,1,1,JPN,2014,2014,a54f4394,www.moj.go.jp
FILE2,,irregular_stock,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,,,16,7,AUT;CHE;CZE;DEU;ESP;FRA;ITA,2014,2017,dccd3218,www.pewresearch.org
FILE2,,irregular_stock,"DHS Office of Homeland Security Statistics, Estimates of the Unauthorized Immigrant Population Residing in the United States: January 2015-January 2018, Table A2-1",https://ohss.dhs.gov/sites/default/files/2023-12/unauthorized_immigrant_population_estimates_2015_-_2018.pdf,,,9,1,USA,2010,2018,61d67a19,ohss.dhs.gov
FILE2,,irregular_stock,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,,,6,1,ESP,2017,2022,6fb352cb,www.funcas.es
FILE2,,irregular_stock,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,,,5,1,ESP,2018,2022,6fb352cb,www.funcas.es
FILE2,,irregular_stock,"Instituto Nacional de Estadisticas (INE) and Servicio Nacional de Migraciones (SERMIG), Estimacion de Personas Extranjeras Residentes Habituales en Chile 2023 - Sintesis (2022 methodology series)",https://www.ine.gob.cl/docs/default-source/demografia-y-migracion/publicaciones-y-anuarios/migraci%C3%B3n-internacional/estimaci%C3%B3n-poblaci%C3%B3n-extranjera-en-chile-2018/sintesis-epe2023.pdf?sfvrsn=cc51129c_10,,,5,1,CHL,2018,2022,f8f04e39,www.ine.gob.cl
FILE2,,irregular_stock,"Van der Heijden, Cruyff, Lugtig, Engbersen, Van Gils (WODC/Utrecht University/Erasmus University Rotterdam), Schattingen onrechtmatig in Nederland verblijvende vreemdelingen medio 2018-2019 tot medio 2022-2023",https://www.wodc.nl/actueel/nieuws/2026/03/31/nieuwe-schattingen-beschikbaar-over-het-aantal-vreemdelingen-zonder-verblijfsvergunning,,,5,1,NLD,2018,2022,7ab05f83,www.wodc.nl
FILE2,,irregular_stock,"Center for Migration Studies of New York (Robert Warren), After a Decade of Decline, the US Undocumented Population Increased by 650,000 in 2022, Journal on Migration and Human Security",https://journals.sagepub.com/doi/10.1177/23315024241226624,,,4,1,USA,2019,2022,acbbe0d5,journals.sagepub.com
FILE2,,irregular_stock,"DHS Office of Homeland Security Statistics (Baker & Warren 2024), Estimates of the Unauthorized Immigrant Population Residing in the United States: January 2018-January 2022, as reproduced in Choices Magazine (AAEA)",https://www.choicesmagazine.org/UserFiles/file/cmsarticle_991.pdf,,,3,1,USA,2019,2022,f07e8221,www.choicesmagazine.org
